HDR940,JF2015,JF040-BD49713-001,BED BATH & BEYOND #0657,02674,0657,,DG6R2NK,BD49713,001,06/14/2018,06/10/2018,06/23/2018,15,CALL FOR RTG,BED BATH & BEYOND #0657,860 JOHN B BROOKS RD,,PENDERGRASS,GA,30567
DTL940,JF2015,JF040-BD49713-001,02674,DG6R2NK,1,JF00927BBCD,032281009274,2.0000,1.000,2,.249000,2.0000,STAR WARS CLASSIC SPACE BATTLE LP
DTL940,JF2015,JF040-BD49713-001,02674,DG6R2NK,2,JF07729MCD,032281077297,12.0000,4.000,3,2.036000,16.0000,MICKEY BIG FACES MICKEY MF SC
DTL940,JF2015,JF040-BD49713-001,02674,DG6R2NK,3,JF07730MCD,032281077303,6.0000,1.000,6,.437000,4.0000,MICKEY BIG FACE MICKEY RESIN L
DTL940,JF2015,JF040-BD49713-001,02674,DG6R2NK,4,JF07754MCD,032281077549,6.0000,1.000,6,.370000,4.0000,PRINCESS DREAM RESIN LOTION PU
DTL940,JF2015,JF040-BD49713-001,02674,DG6R2NK,5,JF07787BBCD,032281077877,2.0000,1.000,2,.609000,3.0000,MINNIE GOLD DOTS WASTEBASKET
DTL940,JF2015,JF040-BD49713-001,02674,DG6R2NK,6,JF07788BBCD,032281077884,18.0000,9.000,2,2.520000,27.0000,MARVEL COMICS SHOWER CURTAIN
DTL940,JF2015,JF040-BD49713-001,02674,DG6R2NK,7,JF07804BBCD,032281078041,6.0000,3.000,2,1.827000,9.0000,MARVEL COMICS WASTEBASKET
DTL940,JF2015,JF040-BD49713-001,02674,DG6R2NK,8,JF08893BBCD,032281088934,4.0000,2.000,2,.224000,2.0000,MARVEL COMICS LOTION PUMP
DTL940,JF2015,JF040-BD49713-001,02674,DG6R2NK,9,JF25036WCD,032281250362,4.0000,2.000,2,.874000,4.0000,SOFIA 1ST SCROLL PILLOWTIME PAL
DTL940,JF2015,JF040-BD49713-001,02674,DG6R2NK,10,JF27482BBCD,032281274825,20.0000,10.000,2,3.700000,60.0000,MARVEL COMICS GOOD GUYS MF FULL SS
DTL940,JF2015,JF040-BD49713-001,02674,DG6R2NK,11,JF27539BBCD,032281275396,26.0000,13.000,2,5.473000,78.0000,JOJO SWEET LIFE FULL SHEET SET
DTL940,JF2015,JF040-BD49713-001,02674,DG6R2NK,12,JF27832BBCD,032281278328,10.0000,5.000,2,1.850000,30.0000,PRINCESS FRIENDSHIP ADVENTURE MF FULL SS
DTL940,JF2015,JF040-BD49713-001,02674,DG6R2NK,13,JF28842BBCD,032281288426,4.0000,2.000,2,.750000,10.0000,CARE BEARS RAINBOW HEARTS TWIN
DTL940,JF2015,JF040-BD49713-001,02674,DG6R2NK,14,JF28936BBCD,032281289362,6.0000,3.000,2,8.499000,42.0000,MINNIE GOLD DOT T/F COMFORTER
DTL940,JF2015,JF040-BD49713-001,02674,DG6R2NK,15,JF28938BBCD,032281289386,4.0000,2.000,2,.740000,12.0000,MINNIE GOLD DOTS MF FULL SS
